,4.1,8.1,12.1,16.1,20.1,24.1,28.1,32.1,36.1,40.1,44.1,48.1
1,1.301932572,4.849493969,7.867324094,5.432924215,-1.806795858,-4.093401808,-6.73986204,-1.096900883,1.020411609,5.467262011,6.048339203,1.53921315
2,0.363572814,-1.54367979,0.075661174,2.057045835,0.766296244,-1.719119243,0.820433278,-1.172954108,-0.623252583,-0.315984943,1.624177456,-0.19090922
3,-0.199131448,-1.246207698,2.841459662,-0.218597878,0.097607233,-0.978102279,0.854468381,1.459881131,-0.309238897,0.789094926,0.463882885,-0.206578039
4,-7.063987969,-7.029625582,-3.592545497,2.844589181,5.759442026,7.927144061,1.987011646,-2.745426446,-6.622461448,-6.081716876,0.481443599,4.102051936
5,-0.159348326,-1.834905561,0.13424705,1.701862026,0.087830742,0.25403001,1.189117773,-0.233289609,-0.649852683,0.914189508,1.120613699,1.256688539
6,4.776430006,-0.218055198,-3.138181093,-3.388103982,1.477201194,5.286351465,6.168304434,-1.797944184,-4.649034127,-2.516280571,1.054839024,5.967188812
7,-1.862747742,0.019338999,3.442171848,2.232029599,2.879183474,-2.643641362,-0.897896822,-1.593867747,0.854862206,3.208408025,3.121750283,0.180010155
8,-3.277788937,0.427444113,3.288818939,3.237499401,-0.921520725,-4.057839573,-2.211463512,1.652752487,4.701944824,2.72759415,-1.446878675,-2.95330984
9,-1.53373011,-0.217983161,1.276957553,1.301133646,2.134608485,0.499116927,0.294127978,-1.696702463,-1.319746462,-0.007506905,-0.504212253,-0.925996039
10,1.616723208,3.26270701,2.332208452,-2.90998334,-1.422151568,3.803315409,4.562348849,0.691936424,-3.10024737,0.891946439,5.34558375,3.480124638
11,0.300746743,0.387637177,3.597753822,3.372614443,-0.877925699,-2.504976933,0.601499344,1.415408391,1.282816717,2.081205827,0.276947684,-1.736735223
12,4.182609638,5.5062697,2.514842436,-4.440246811,-5.942851577,-3.942735311,1.494498979,5.736203337,7.055740201,2.856893875,-3.761669916,-6.57372453
13,0.185924374,-0.581418572,2.061724754,1.001908356,-0.625119453,-0.001781982,1.091601706,0.408785097,0.621149645,0.670982943,2.247668153,-1.802878581
14,-0.838242577,-0.034293403,0.756036784,2.532263349,1.067350554,0.046727104,0.534388717,0.134933848,-1.533140624,0.045313445,1.902473236,0.524172914
15,-2.569012629,0.761050111,2.450581645,2.029953879,-1.238240793,-2.420689885,1.474471951,1.747047305,1.489277777,-0.648233616,-3.281751968,0.441614689
16,0.84923006,-0.759158393,2.57495606,0.592046084,2.373623519,0.745953133,0.199342608,-0.006317897,1.015176937,0.987119166,1.13776593,0.112879467
17,-0.898009593,1.188508382,2.167625246,0.303962406,0.344661898,0.052574249,2.622579691,-0.902806055,-2.506875374,0.623868068,0.848583471,0.443353373
