,1.1,2.1,3.1,4.1,5.1,6.1,7.1,8.1,9.1,10.1,11.1,12.1,13.1,14.1,15.1,16.1,17.1,18.1,19.1,20.1,21.1,22.1,23.1,24.1,25.1,26.1,27.1,28.1,29.1,30.1,31.1,32.1,33.1,34.1,35.1,36.1,37.1,38.1,39.1,40.1,41.1,42.1,43.1,44.1,45.1,46.1,47.1,48.1
1,-2.369080778,-0.790907682,-0.417048043,1.301932572,1.999449927,4.911307932,2.750497426,4.849493969,6.588253003,5.889146565,5.583123561,7.867324094,5.958713933,3.791420502,4.216794633,5.432924215,1.779011813,1.668601367,1.114248053,-1.806795858,-2.053778484,-3.37495818,-3.357539078,-4.093401808,-5.125027825,-6.518396198,-6.69581818,-6.73986204,-4.077731759,-5.347749126,-3.963517118,-1.096900883,-1.723185975,1.06847017,2.740328688,1.020411609,4.790473179,5.918549165,5.732978493,5.467262011,6.378989816,7.638227807,7.375840743,6.048339203,4.861057169,3.071493288,4.175926019,1.53921315
2,-0.330735872,-1.160329527,-0.593535614,0.363572814,-1.417872064,-0.891986193,0.789700906,-1.54367979,3.625108628,-0.02540422,0.62051226,0.075661174,-1.189586078,0.799708324,-0.243724356,2.057045835,0.142341447,-1.860710698,-1.567101335,0.766296244,0.857572153,1.377332282,1.83123039,-1.719119243,0.466352691,2.194998525,-0.636072637,0.820433278,0.723348406,0.97594528,0.784368312,-1.172954108,-0.346798855,-0.084143292,-0.743729147,-0.623252583,0.768867322,-0.729853376,0.136836019,-0.315984943,-0.599511919,0.486835099,0.591560268,1.624177456,0.832414261,-0.584526767,0.162713534,-0.19090922
3,-0.311623824,0.439093434,0.826703839,-0.199131448,0.015096727,1.065029184,0.862032015,-1.246207698,0.646336968,1.651931111,-0.251938289,2.841459662,-0.103972442,2.049596083,-0.572265122,-0.218597878,0.573327747,0.984507021,1.00233364,0.097607233,-0.573636847,2.329562592,-1.361062764,-0.978102279,1.458863785,1.062815422,0.359629387,0.854468381,-1.069901267,2.343879134,0.594222175,1.459881131,2.006583062,0.509075789,0.877616452,-0.309238897,0.187115285,1.953304511,1.700274872,0.789094926,-1.060977371,2.392947857,0.427166297,0.463882885,0.109684411,1.145320383,0.920199768,-0.206578039
4,-3.914903069,-2.755497351,-6.339990684,-7.063987969,-6.465737273,-5.763949691,-6.843050505,-7.029625582,-6.148486473,-5.639026821,-7.703857063,-3.592545497,-3.240538524,-1.111025695,0.287556384,2.844589181,3.277903463,4.246907519,6.064022565,5.759442026,7.946929843,7.774868216,6.765824261,7.927144061,8.250868603,5.174833644,1.864097599,1.987011646,1.193414438,1.559237263,-2.727753947,-2.745426446,-1.598058622,-4.312747756,-4.191471103,-6.622461448,-6.778767144,-7.226484246,-5.888671243,-6.081716876,-3.03450201,-2.930052142,-3.269348738,0.481443599,-0.546742555,0.835775021,4.282709492,4.102051936
5,-0.170876045,-0.69918134,-0.921042493,-0.159348326,-1.245221828,-0.368074502,1.079193857,-1.834905561,0.208896576,-0.535777258,0.527177274,0.13424705,-0.368842617,0.410941034,-0.351733593,1.701862026,-0.169603361,1.029739344,1.795191515,0.087830742,-0.575477306,1.056553118,2.20878826,0.25403001,-0.752618192,1.065635442,0.048473748,1.189117773,-1.164312942,-0.121800303,0.628836723,-0.233289609,-0.330961511,0.133535392,-1.586761056,-0.649852683,1.010538173,-1.639888086,-0.960038895,0.914189508,-0.656568624,1.807662943,-0.173566116,1.120613699,0.000788331,-0.46724266,0.91893925,1.256688539
6,5.524452706,4.415368353,5.459803913,4.776430006,3.164331519,2.249070691,0.383268151,-0.218055198,-0.36656344,-3.179058812,-4.094727885,-3.138181093,-2.94160418,-5.00496236,-5.639393583,-3.388103982,-1.71098837,-2.335892533,-1.228774502,1.477201194,1.384671691,5.998604318,6.078570642,5.286351465,6.7358644,6.141236688,6.197519952,6.168304434,3.610411575,1.887776477,0.629744795,-1.797944184,-2.140981133,-1.721867494,-5.174118538,-4.649034127,-4.808455094,-4.160245953,-5.819247751,-2.516280571,-4.728746263,-1.770949548,-1.149574267,1.054839024,1.76637827,2.151830137,4.271559482,5.967188812
7,-4.486278898,-3.97089544,-2.523791877,-1.862747742,0.93471282,-2.269091798,-0.591103444,0.019338999,1.186550504,2.532675376,0.351620717,3.442171848,2.721577199,1.331101775,3.057020155,2.232029599,1.171316445,2.560994642,2.776487268,2.879183474,-1.28344589,-1.973127942,-2.000824341,-2.643641362,-1.455236208,-1.466176225,-1.610500492,-0.897896822,-1.417983457,-2.750413836,-1.214426183,-1.593867747,-3.018882671,0.561211213,0.300443211,0.854862206,1.351729156,2.374214633,0.850558838,3.208408025,1.898812149,5.418959078,3.924942793,3.121750283,1.553671649,2.135719791,0.253101226,0.180010155
8,-4.584158289,-3.15416002,-4.349898295,-3.277788937,-2.91063211,-2.933997814,-2.87527382,0.427444113,2.70449436,4.784041879,2.654332167,3.288818939,3.270525573,6.041420429,1.582483663,3.237499401,3.716405816,2.012536857,0.860474318,-0.921520725,-2.253633308,-3.945923497,-4.65880491,-4.057839573,-2.179473831,-4.597915849,-3.708095674,-2.211463512,-3.395045221,-1.550546809,2.327476624,1.652752487,1.887988855,2.746543912,3.134924419,4.701944824,3.882907529,2.884821263,2.452825694,2.72759415,-1.627277644,-0.781234286,-2.40531112,-1.446878675,-3.219246998,-3.180871418,-5.089750843,-2.95330984
9,-0.948475605,1.734400133,0.818938659,-1.53373011,-0.723426078,0.849266574,0.680966624,-0.217983161,0.472559935,-2.025517505,-1.074283744,1.276957553,0.568227049,1.429756233,-0.646564793,1.301133646,-0.463471119,-0.92862977,0.389831425,2.134608485,-0.36111747,0.938690697,0.965260949,0.499116927,0.679718597,1.946080837,-0.055977728,0.294127978,0.522586014,-1.650141114,1.272109881,-1.696702463,0.142145873,0.498503172,-0.558830263,-1.319746462,1.813353951,-1.11087916,1.030013344,-0.007506905,0.822703993,0.801663462,-0.486749757,-0.504212253,-1.095794362,-0.012797096,-0.683328298,-0.925996039
