,1.1,2.1,3.1,4.1,5.1,6.1,7.1,8.1,9.1,10.1,11.1,12.1,13.1,14.1,15.1,16.1,17.1,18.1,19.1,20.1,21.1,22.1,23.1,24.1,25.1,26.1,27.1,28.1,29.1,30.1,31.1,32.1,33.1,34.1,35.1,36.1,37.1,38.1,39.1,40.1,41.1,42.1,43.1,44.1,45.1,46.1,47.1,48.1
1,-0.880908498,0.003679419,-0.349420437,0.639760182,0.635290164,2.902458352,0.181333904,1.827926734,3.241194186,2.35717962,2.014598471,4.412126359,2.76196907,0.987398466,1.923270201,3.746230199,0.769992883,1.379638423,1.557478141,-0.649989326,-0.231983796,-0.964694516,-0.460042541,-0.8303733,-1.633521352,-2.945062318,-3.190744375,-3.450268723,-1.141788714,-2.888772089,-2.084788256,0.122669271,-1.21399902,0.845887011,1.795324372,-0.607321711,2.548379052,3.156266864,2.566529638,2.029644062,2.814589901,4.096758161,4.006050483,2.991766551,2.246084556,1.007955019,2.75049501,0.811760477
2,-0.330735872,-1.160329527,-0.593535614,0.363572814,-1.417872064,-0.891986193,0.789700906,-1.54367979,3.625108628,-0.02540422,0.62051226,0.075661174,-1.189586078,0.799708324,-0.243724356,2.057045835,0.142341447,-1.860710698,-1.567101335,0.766296244,0.857572153,1.377332282,1.83123039,-1.719119243,0.466352691,2.194998525,-0.636072637,0.820433278,0.723348406,0.97594528,0.784368312,-1.172954108,-0.346798855,-0.084143292,-0.743729147,-0.623252583,0.768867322,-0.729853376,0.136836019,-0.315984943,-0.599511919,0.486835099,0.591560268,1.624177456,0.832414261,-0.584526767,0.162713534,-0.19090922
3,-0.311623824,0.439093434,0.826703839,-0.199131448,0.015096727,1.065029184,0.862032015,-1.246207698,0.646336968,1.651931111,-0.251938289,2.841459662,-0.103972442,2.049596083,-0.572265122,-0.218597878,0.573327747,0.984507021,1.00233364,0.097607233,-0.573636847,2.329562592,-1.361062764,-0.978102279,1.458863785,1.062815422,0.359629387,0.854468381,-1.069901267,2.343879134,0.594222175,1.459881131,2.006583062,0.509075789,0.877616452,-0.309238897,0.187115285,1.953304511,1.700274872,0.789094926,-1.060977371,2.392947857,0.427166297,0.463882885,0.109684411,1.145320383,0.920199768,-0.206578039
4,-2.993441692,-1.063868158,-3.952228245,-4.084593297,-3.025104312,-2.012658592,-2.945277449,-3.15595757,-2.468455541,-2.313690432,-4.878749386,-1.391308066,-1.75950904,-0.415021778,0.16807395,1.914849574,1.578596967,1.852404703,3.079119435,2.314773605,4.193252895,3.87646334,2.893306109,4.249994346,4.93001869,2.35562135,-0.330093553,0.513870953,0.50579657,1.687235987,-1.789740529,-1.038450721,0.803173195,-1.32235035,-0.742783589,-2.866416487,-2.879748971,-3.355134355,-2.214420218,-2.76536922,-0.221198497,-0.742917695,-1.804103836,1.160672151,-0.683256959,-0.110507752,2.56807265,1.694102528
5,-0.170876045,-0.69918134,-0.921042493,-0.159348326,-1.245221828,-0.368074502,1.079193857,-1.834905561,0.208896576,-0.535777258,0.527177274,0.13424705,-0.368842617,0.410941034,-0.351733593,1.701862026,-0.169603361,1.029739344,1.795191515,0.087830742,-0.575477306,1.056553118,2.20878826,0.25403001,-0.752618192,1.065635442,0.048473748,1.189117773,-1.164312942,-0.121800303,0.628836723,-0.233289609,-0.330961511,0.133535392,-1.586761056,-0.649852683,1.010538173,-1.639888086,-0.960038895,0.914189508,-0.656568624,1.807662943,-0.173566116,1.120613699,0.000788331,-0.46724266,0.91893925,1.256688539
6,2.447781574,1.362800336,2.635437717,2.369106464,1.335007445,1.120057095,0.030052364,0.228143296,0.849215917,-1.274987195,-1.629672739,-0.27695924,0.124479328,-1.939019567,-2.778584467,-0.923705997,0.192225599,-1.121113966,-0.783653028,1.12290417,0.254644933,4.168402898,3.670564232,2.461542534,3.683123385,3.06467386,3.302838345,3.64904626,1.635017743,0.588324415,0.093117573,-1.535866964,-1.0977223,0.032819298,-2.825324451,-1.863176202,-1.771799451,-1.075827376,-2.893294516,0.055574245,-2.682947456,-0.387991544,-0.521923456,0.885217085,0.810824727,0.474234554,1.984088104,3.222784978
7,-2.778363331,-2.280945117,-0.946274583,-0.485846283,2.03403001,-1.508810424,-0.212357415,-0.004622123,0.761221652,1.729754566,-0.784008986,2.037314658,1.126023673,-0.36595706,1.353321161,0.616926776,-0.264906379,1.383936301,1.924390665,2.399680587,-1.363550973,-1.649357369,-1.291276801,-1.58798038,-0.112472958,0.088629176,0.069433842,0.813258552,0.228739817,-1.260174067,0.036026067,-0.653102974,-2.44039388,0.745086648,0.079426701,0.241308518,0.37993578,1.098504567,-0.657756056,1.551802712,0.186520224,3.746697217,2.386189998,1.802522436,0.527713243,1.460381635,-0.033865452,0.297456318
8,-2.541889792,-1.006075974,-2.268171969,-1.429274894,-1.443492477,-1.965826791,-2.483672268,0.21108854,1.897522998,3.45113511,0.902325156,1.258138581,1.123934994,3.950973192,-0.28426667,1.744069775,2.715998293,1.585336118,1.040721364,-0.148273059,-0.949362381,-2.215169255,-2.640290795,-1.913353561,-0.080900802,-2.713460662,-2.188801212,-1.179104291,-2.932366914,-1.694634015,1.588172786,0.377488709,0.178980101,0.74077068,0.993153478,2.595843434,1.981283963,1.340094485,1.388808671,2.229569991,-1.519391298,-0.076084743,-1.159417538,0.239898062,-1.226785662,-1.042425277,-2.976720667,-1.035059259
9,-0.948475605,1.734400133,0.818938659,-1.53373011,-0.723426078,0.849266574,0.680966624,-0.217983161,0.472559935,-2.025517505,-1.074283744,1.276957553,0.568227049,1.429756233,-0.646564793,1.301133646,-0.463471119,-0.92862977,0.389831425,2.134608485,-0.36111747,0.938690697,0.965260949,0.499116927,0.679718597,1.946080837,-0.055977728,0.294127978,0.522586014,-1.650141114,1.272109881,-1.696702463,0.142145873,0.498503172,-0.558830263,-1.319746462,1.813353951,-1.11087916,1.030013344,-0.007506905,0.822703993,0.801663462,-0.486749757,-0.504212253,-1.095794362,-0.012797096,-0.683328298,-0.925996039
