LumiCycle: E6 (Raw)
Date,Time (hr:min),Time (days),counts/sec, baseline 
12/15/2016,16:40,000.69444,01697.485,01306.793
12/15/2016,16:50,000.70139,01870.948,01297.277
12/15/2016,17:00,000.70833,01712.599,01290.044
12/15/2016,17:10,000.71528,01619.414,01282.339
12/15/2016,17:20,000.72222,01562.389,01274.294
12/15/2016,17:30,000.72917,01503.933,01266.199
12/15/2016,17:40,000.73611,01447.290,01258.091
12/15/2016,17:50,000.74306,01402.877,01249.842
12/15/2016,18:00,000.75000,01360.450,01241.546
12/15/2016,18:10,000.75694,01314.952,01233.215
12/15/2016,18:20,000.76389,01285.875,01224.751
12/15/2016,18:30,000.77083,01249.427,01216.294
12/15/2016,18:40,000.77778,01215.160,01207.821
12/15/2016,18:50,000.78472,01178.105,01199.319
12/15/2016,19:00,000.79167,01152.489,01190.717
12/15/2016,19:10,000.79861,01118.935,01182.162
12/15/2016,19:20,000.80556,01089.129,01173.561
12/15/2016,19:30,000.81250,01065.781,01164.911
12/15/2016,19:40,000.81944,01042.886,01156.188
12/15/2016,19:50,000.82639,01011.955,01147.499
12/15/2016,20:00,000.83333,00982.616,01138.778
12/15/2016,20:10,000.84028,00968.523,01129.939
12/15/2016,20:20,000.84722,00946.491,01121.136
12/15/2016,20:30,000.85417,00929.466,01112.241
12/15/2016,20:40,000.86111,00915.554,01103.348
12/15/2016,20:50,000.86806,00897.769,01094.456
12/15/2016,21:00,000.87500,00893.933,01085.398
12/15/2016,21:10,000.88194,00884.852,01076.347
12/15/2016,21:20,000.88889,00889.896,01067.176
12/15/2016,21:30,000.89583,00882.318,01058.023
12/15/2016,21:40,000.90278,00873.031,01048.862
12/15/2016,21:50,000.90972,00865.665,01039.649
12/15/2016,22:00,000.91667,00868.186,01030.311
12/15/2016,22:10,000.92361,00861.277,01021.027
12/15/2016,22:20,000.93056,00864.476,01011.639
12/15/2016,22:30,000.93750,00866.331,01002.222
12/15/2016,22:40,000.94444,00860.155,00992.761
12/15/2016,22:50,000.95139,00863.209,00983.217
12/15/2016,23:00,000.95833,00861.367,00973.687
12/15/2016,23:10,000.96528,00856.544,00964.118
12/15/2016,23:20,000.97222,00847.643,00954.538
12/15/2016,23:30,000.97917,00844.134,00944.887
12/15/2016,23:40,000.98611,00838.701,00935.192
12/15/2016,23:50,000.99306,00823.744,00925.544
12/15/2016,00:00,001.00000,00826.611,00915.729
12/16/2016,00:10,001.00694,00822.243,00905.958
12/16/2016,00:20,001.01389,00812.553,00896.183
12/16/2016,00:30,001.02083,00806.883,00886.338
12/16/2016,00:40,001.02778,00791.722,00876.526
12/16/2016,00:50,001.03472,00783.422,00866.651
12/16/2016,01:00,001.04167,00775.801,00856.761
12/16/2016,01:10,001.04861,00765.422,00846.866
12/16/2016,01:20,001.05556,00749.064,00836.991
12/16/2016,01:30,001.06250,00739.440,00827.053
12/16/2016,01:40,001.06944,00728.264,00817.112
12/16/2016,01:50,001.07639,00718.640,00807.171
12/16/2016,02:00,001.08333,00697.285,00797.296
12/16/2016,02:10,001.09028,00690.648,00787.327
12/16/2016,02:20,001.09722,00676.568,00777.396
12/16/2016,02:30,001.10417,00667.555,00767.412
12/16/2016,02:40,001.11111,00647.534,00757.522
12/16/2016,02:50,001.11806,00629.472,00747.619
12/16/2016,03:00,001.12500,00627.575,00737.626
12/16/2016,03:10,001.13194,00613.403,00727.740
12/16/2016,03:20,001.13889,00599.902,00717.880
12/16/2016,03:30,001.14583,00589.155,00707.986
12/16/2016,03:40,001.15278,00577.875,00698.134
12/16/2016,03:50,001.15972,00565.547,00688.313
12/16/2016,04:00,001.16667,00553.632,00678.540
12/16/2016,04:10,001.17361,00545.156,00668.764
12/16/2016,04:20,001.18056,00532.039,00659.078
12/16/2016,04:30,001.18750,00522.387,00649.359
12/16/2016,04:40,001.19444,00512.951,00639.734
12/16/2016,04:50,001.20139,00500.655,00630.173
12/16/2016,05:00,001.20833,00497.605,00619.370
12/16/2016,05:10,001.21528,00494.742,00609.741
12/16/2016,05:20,001.22222,00482.053,00600.910
12/16/2016,05:30,001.22917,00473.383,00592.504
12/16/2016,05:40,001.23611,00473.219,00584.512
12/16/2016,05:50,001.24306,00465.179,00577.073
12/16/2016,06:00,001.25000,00460.459,00570.012
12/16/2016,06:10,001.25694,00452.416,00563.344
12/16/2016,06:20,001.26389,00449.522,00557.047
12/16/2016,06:30,001.27083,00443.265,00551.083
12/16/2016,06:40,001.27778,00443.101,00545.402
12/16/2016,06:50,001.28472,00436.081,00540.117
12/16/2016,07:00,001.29167,00433.142,00535.177
12/16/2016,07:10,001.29861,00432.033,00530.547
12/16/2016,07:20,001.30556,00429.195,00526.277
12/16/2016,07:30,001.31250,00428.573,00522.293
12/16/2016,07:40,001.31944,00418.471,00518.678
12/16/2016,07:50,001.32639,00415.330,00515.316
12/16/2016,08:00,001.33333,00412.333,00512.299
12/16/2016,08:10,001.34028,00410.525,00509.606
12/16/2016,08:20,001.34722,00407.857,00507.136
12/16/2016,08:30,001.35417,00399.504,00505.027
12/16/2016,08:40,001.36111,00403.064,00503.073
12/16/2016,08:50,001.36806,00399.220,00501.399
12/16/2016,09:00,001.37500,00389.339,00500.035
12/16/2016,09:10,001.38194,00384.974,00498.829
12/16/2016,09:20,001.38889,00381.929,00497.777
12/16/2016,09:30,001.39583,00371.899,00496.902
12/16/2016,09:40,001.40278,00369.063,00496.133
12/16/2016,09:50,001.40972,00363.409,00495.617
12/16/2016,10:00,001.41667,00355.303,00495.241
12/16/2016,10:10,001.42361,00353.737,00494.966
12/16/2016,10:20,001.43056,00348.738,00494.870
12/16/2016,10:30,001.43750,00343.384,00494.861
12/16/2016,10:40,001.44444,00328.829,00495.050
12/16/2016,10:50,001.45139,00326.236,00495.275
12/16/2016,11:00,001.45833,00323.312,00495.610
12/16/2016,11:10,001.46528,00314.766,00496.030
12/16/2016,11:20,001.47222,00309.054,00496.596
12/16/2016,11:30,001.47917,00304.227,00497.262
12/16/2016,11:40,001.48611,00295.947,00498.071
12/16/2016,11:50,001.49306,00293.294,00498.940
12/16/2016,12:00,001.50000,00286.937,00499.964
12/16/2016,12:10,001.50694,00286.052,00500.978
12/16/2016,12:20,001.51389,00280.204,00502.128
12/16/2016,12:30,001.52083,00274.155,00503.387
12/16/2016,12:40,001.52778,00269.453,00504.646
12/16/2016,12:50,001.53472,00267.082,00506.021
12/16/2016,13:00,001.54167,00265.710,00507.453
12/16/2016,13:10,001.54861,00262.294,00508.915
12/16/2016,13:20,001.55556,00259.106,00510.455
12/16/2016,13:30,001.56250,00256.757,00512.069
12/16/2016,13:40,001.56944,00254.869,00513.757
12/16/2016,13:50,001.57639,00256.370,00515.508
12/16/2016,14:00,001.58333,00254.027,00517.293
12/16/2016,14:10,001.59028,00255.373,00519.152
12/16/2016,14:20,001.59722,00253.266,00521.002
12/16/2016,14:30,001.60417,00250.887,00522.905
12/16/2016,14:40,001.61111,00253.298,00524.822
12/16/2016,14:50,001.61806,00253.368,00526.831
12/16/2016,15:00,001.62500,00256.583,00528.884
12/16/2016,15:10,001.63194,00259.664,00530.916
12/16/2016,15:20,001.63889,00264.179,00532.979
12/16/2016,15:30,001.64583,00261.986,00535.079
12/16/2016,15:40,001.65278,00267.540,00537.132
12/16/2016,15:50,001.65972,00271.014,00539.201
12/16/2016,16:00,001.66667,00278.247,00541.282
12/16/2016,16:10,001.67361,00281.191,00543.404
12/16/2016,16:20,001.68056,00289.681,00545.442
12/16/2016,16:30,001.68750,00288.245,00547.610
12/16/2016,16:40,001.69444,00302.088,00549.598
12/16/2016,16:50,001.70139,00308.288,00551.656
12/16/2016,17:00,001.70833,00312.256,00553.753
12/16/2016,17:10,001.71528,00323.246,00555.730
12/16/2016,17:20,001.72222,00335.026,00557.634
12/16/2016,17:30,001.72917,00343.243,00559.543
12/16/2016,17:40,001.73611,00352.934,00561.487
12/16/2016,17:50,001.74306,00368.042,00563.255
12/16/2016,18:00,001.75000,00381.387,00565.015
12/16/2016,18:10,001.75694,00392.244,00566.772
12/16/2016,18:20,001.76389,00405.191,00568.477
12/16/2016,18:30,001.77083,00420.860,00570.087
