LumiCycle: E1 (Raw)
Date,Time (hr:min),Time (days),counts/sec, baseline 
12/15/2016,16:40,000.69444,01999.914,01540.876
12/15/2016,16:50,000.70139,02088.167,01531.128
12/15/2016,17:00,000.70833,01882.028,01523.311
12/15/2016,17:10,000.71528,01775.333,01514.750
12/15/2016,17:20,000.72222,01726.725,01505.760
12/15/2016,17:30,000.72917,01658.978,01496.889
12/15/2016,17:40,000.73611,01605.759,01487.887
12/15/2016,17:50,000.74306,01548.061,01478.914
12/15/2016,18:00,000.75000,01498.473,01469.832
12/15/2016,18:10,000.75694,01462.382,01460.639
12/15/2016,18:20,000.76389,01436.464,01451.351
12/15/2016,18:30,000.77083,01387.688,01442.224
12/15/2016,18:40,000.77778,01355.964,01432.952
12/15/2016,18:50,000.78472,01330.841,01423.612
12/15/2016,19:00,000.79167,01297.675,01414.329
12/15/2016,19:10,000.79861,01269.189,01404.979
12/15/2016,19:20,000.80556,01252.161,01395.560
12/15/2016,19:30,000.81250,01228.043,01386.126
12/15/2016,19:40,000.81944,01194.782,01376.723
12/15/2016,19:50,000.82639,01180.981,01367.164
12/15/2016,20:00,000.83333,01154.899,01357.673
12/15/2016,20:10,000.84028,01135.934,01348.124
12/15/2016,20:20,000.84722,01123.437,01338.467
12/15/2016,20:30,000.85417,01102.665,01328.824
12/15/2016,20:40,000.86111,01091.748,01319.098
12/15/2016,20:50,000.86806,01082.703,01309.272
12/15/2016,21:00,000.87500,01074.077,01299.411
12/15/2016,21:10,000.88194,01063.322,01289.551
12/15/2016,21:20,000.88889,01072.105,01279.432
12/15/2016,21:30,000.89583,01057.494,01269.430
12/15/2016,21:40,000.90278,01059.395,01259.257
12/15/2016,21:50,000.90972,01056.140,01249.047
12/15/2016,22:00,000.91667,01050.320,01238.754
12/15/2016,22:10,000.92361,01054.957,01228.301
12/15/2016,22:20,000.93056,01049.837,01217.873
12/15/2016,22:30,000.93750,01046.244,01207.362
12/15/2016,22:40,000.94444,01053.145,01196.690
12/15/2016,22:50,000.95139,01044.680,01186.055
12/15/2016,23:00,000.95833,01036.671,01175.361
12/15/2016,23:10,000.96528,01039.847,01164.476
12/15/2016,23:20,000.97222,01021.638,01153.677
12/15/2016,23:30,000.97917,01015.664,01142.737
12/15/2016,23:40,000.98611,01013.366,01131.676
12/15/2016,23:50,000.99306,01008.802,01120.566
12/15/2016,00:00,001.00000,00998.761,01109.466
12/16/2016,00:10,001.00694,00980.963,01098.338
12/16/2016,00:20,001.01389,00979.505,01087.021
12/16/2016,00:30,001.02083,00963.177,01075.800
12/16/2016,00:40,001.02778,00955.898,01064.410
12/16/2016,00:50,001.03472,00945.216,01053.071
12/16/2016,01:00,001.04167,00933.329,01041.647
12/16/2016,01:10,001.04861,00916.801,01030.248
12/16/2016,01:20,001.05556,00902.270,01018.772
12/16/2016,01:30,001.06250,00893.555,01007.223
12/16/2016,01:40,001.06944,00877.573,00995.699
12/16/2016,01:50,001.07639,00872.974,00984.076
12/16/2016,02:00,001.08333,00856.498,00972.535
12/16/2016,02:10,001.09028,00846.635,00960.919
12/16/2016,02:20,001.09722,00827.919,00949.357
12/16/2016,02:30,001.10417,00815.918,00937.753
