LumiCycle: C4 (Raw)
Date,Time (hr:min),Time (days),counts/sec, baseline 
12/15/2016,16:45,000.69792,02073.888,01670.599
12/15/2016,16:55,000.70486,01916.955,01662.481
12/15/2016,17:05,000.71181,01853.532,01653.650
12/15/2016,17:15,000.71875,01819.387,01644.514
12/15/2016,17:25,000.72569,01785.130,01635.318
12/15/2016,17:35,000.73264,01735.277,01626.154
12/15/2016,17:45,000.73958,01712.282,01616.717
12/15/2016,17:55,000.74653,01671.646,01607.300
12/15/2016,18:05,000.75347,01640.304,01597.773
12/15/2016,18:15,000.76042,01613.119,01588.196
12/15/2016,18:25,000.76736,01572.519,01578.707
12/15/2016,18:35,000.77431,01555.045,01568.908
12/15/2016,18:45,000.78125,01521.792,01559.227
12/15/2016,18:55,000.78819,01495.702,01549.395
12/15/2016,19:05,000.79514,01462.235,01539.543
12/15/2016,19:15,000.80208,01443.081,01529.527
12/15/2016,19:25,000.80903,01415.985,01519.598
12/15/2016,19:35,000.81597,01371.816,01509.736
12/15/2016,19:45,000.82292,01357.762,01499.569
12/15/2016,19:55,000.82986,01337.847,01489.409
12/15/2016,20:05,000.83681,01320.608,01479.168
12/15/2016,20:15,000.84375,01297.109,01468.936
12/15/2016,20:25,000.85069,01287.266,01458.544
12/15/2016,20:35,000.85764,01282.059,01448.024
12/15/2016,20:45,000.86458,01265.221,01437.568
12/15/2016,20:55,000.87153,01267.734,01426.919
12/15/2016,21:05,000.87847,01267.269,01416.205
12/15/2016,21:15,000.88542,01269.182,01405.422
12/15/2016,21:25,000.89236,01268.379,01394.604
12/15/2016,21:35,000.89931,01284.208,01383.604
12/15/2016,21:45,000.90625,01290.193,01372.589
12/15/2016,21:55,000.91319,01293.974,01361.529
12/15/2016,22:05,000.92014,01301.838,01350.339
12/15/2016,22:15,000.92708,01303.535,01339.160
12/15/2016,22:25,000.93403,01305.392,01327.913
12/15/2016,22:35,000.94097,01308.713,01316.576
12/15/2016,22:45,000.94792,01310.245,01305.193
12/15/2016,22:55,000.95486,01318.605,01293.711
12/15/2016,23:05,000.96181,01315.518,01282.241
12/15/2016,23:15,000.96875,01301.565,01270.809
12/15/2016,23:25,000.97569,01306.394,01259.230
12/15/2016,23:35,000.98264,01299.469,01247.642
12/15/2016,23:45,000.98958,01283.494,01236.065
12/15/2016,23:55,000.99653,01269.001,01224.446
12/16/2016,00:05,001.00347,01267.825,01212.631
12/16/2016,00:15,001.01042,01252.642,01200.913
12/16/2016,00:25,001.01736,01236.899,01189.175
12/16/2016,00:35,001.02431,01232.964,01177.315
12/16/2016,00:45,001.03125,01207.772,01165.610
12/16/2016,00:55,001.03819,01187.307,01153.803
12/16/2016,01:05,001.04514,01171.982,01141.960
12/16/2016,01:15,001.05208,01157.928,01130.115
12/16/2016,01:25,001.05903,01137.250,01118.276
12/16/2016,01:35,001.06597,01117.544,01106.436
12/16/2016,01:45,001.07292,01088.893,01094.652
12/16/2016,01:55,001.07986,01072.735,01082.755
12/16/2016,02:05,001.08681,01055.362,01070.881
12/16/2016,02:15,001.09375,01033.730,01059.055
12/16/2016,02:25,001.10069,01008.716,01047.280
12/16/2016,02:35,001.10764,00999.928,01035.371
12/16/2016,02:45,001.11458,00971.495,01023.652
12/16/2016,02:55,001.12153,00956.034,01011.864
12/16/2016,03:05,001.12847,00930.305,01000.168
12/16/2016,03:15,001.13542,00909.694,00988.409
12/16/2016,03:25,001.14236,00904.236,00976.604
12/16/2016,03:35,001.14931,00868.301,00965.052
12/16/2016,03:45,001.15625,00855.105,00953.406
12/16/2016,03:55,001.16319,00838.495,00941.829
12/16/2016,04:05,001.17014,00825.426,00930.234
12/16/2016,04:15,001.17708,00810.725,00918.734
12/16/2016,04:25,001.18403,00797.171,00907.254
12/16/2016,04:35,001.19097,00784.056,00895.858
12/16/2016,04:45,001.19792,00764.303,00884.602
12/16/2016,04:55,001.20486,00756.406,00874.440
12/16/2016,05:05,001.21181,00742.456,00864.809
12/16/2016,05:15,001.21875,00733.739,00855.500
12/16/2016,05:25,001.22569,00722.763,00846.550
12/16/2016,05:35,001.23264,00710.846,00838.046
12/16/2016,05:45,001.23958,00696.128,00829.799
12/16/2016,05:55,001.24653,00689.641,00821.914
12/16/2016,06:05,001.25347,00686.841,00814.294
12/16/2016,06:15,001.26042,00685.752,00807.000
12/16/2016,06:25,001.26736,00664.991,00800.220
12/16/2016,06:35,001.27431,00665.999,00793.561
12/16/2016,06:45,001.28125,00651.608,00787.401
12/16/2016,06:55,001.28819,00641.485,00781.471
12/16/2016,07:05,001.29514,00632.419,00775.908
12/16/2016,07:15,001.30208,00636.818,00770.497
12/16/2016,07:25,001.30903,00629.415,00765.543
12/16/2016,07:35,001.31597,00616.099,00761.042
12/16/2016,07:45,001.32292,00611.187,00756.745
12/16/2016,07:55,001.32986,00602.408,00752.781
12/16/2016,08:05,001.33681,00597.539,00749.023
12/16/2016,08:15,001.34375,00588.394,00745.590
12/16/2016,08:25,001.35069,00574.839,00742.481
12/16/2016,08:35,001.35764,00572.276,00739.406
12/16/2016,08:45,001.36458,00564.239,00736.683
12/16/2016,08:55,001.37153,00552.023,00734.068
12/16/2016,09:05,001.37847,00544.682,00731.569
12/16/2016,09:15,001.38542,00536.922,00729.145
12/16/2016,09:25,001.39236,00527.688,00726.935
12/16/2016,09:35,001.39931,00515.631,00724.743
12/16/2016,09:45,001.40625,00507.217,00722.604
12/16/2016,09:55,001.41319,00492.783,00720.555
12/16/2016,10:05,001.42014,00488.160,00718.504
12/16/2016,10:15,001.42708,00478.640,00716.586
12/16/2016,10:25,001.43403,00467.376,00714.724
12/16/2016,10:35,001.44097,00459.044,00712.944
12/16/2016,10:45,001.44792,00451.872,00711.200
12/16/2016,10:55,001.45486,00441.957,00709.518
12/16/2016,11:05,001.46181,00436.583,00707.891
12/16/2016,11:15,001.46875,00434.594,00706.392
12/16/2016,11:25,001.47569,00421.430,00704.983
12/16/2016,11:35,001.48264,00413.945,00703.640
12/16/2016,11:45,001.48958,00409.459,00702.409
12/16/2016,11:55,001.49653,00395.067,00701.356
12/16/2016,12:05,001.50347,00394.774,00700.267
12/16/2016,12:15,001.51042,00391.307,00699.288
12/16/2016,12:25,001.51736,00385.873,00698.453
12/16/2016,12:35,001.52431,00386.541,00697.547
12/16/2016,12:45,001.53125,00376.853,00696.911
12/16/2016,12:55,001.53819,00376.884,00696.324
12/16/2016,13:05,001.54514,00377.780,00695.811
12/16/2016,13:15,001.55208,00372.148,00695.446
12/16/2016,13:25,001.55903,00372.834,00695.135
12/16/2016,13:35,001.56597,00371.989,00694.947
