LumiCycle: C2 (Raw)
Date,Time (hr:min),Time (days),counts/sec, baseline 
12/15/2016,16:45,000.69792,01760.619,01435.460
12/15/2016,16:55,000.70486,01632.055,01428.842
12/15/2016,17:05,000.71181,01582.344,01421.610
12/15/2016,17:15,000.71875,01545.538,01414.187
12/15/2016,17:25,000.72569,01521.591,01406.667
12/15/2016,17:35,000.73264,01491.428,01399.087
12/15/2016,17:45,000.73958,01451.402,01391.543
12/15/2016,17:55,000.74653,01425.810,01383.867
12/15/2016,18:05,000.75347,01415.783,01376.019
12/15/2016,18:15,000.76042,01392.814,01368.199
12/15/2016,18:25,000.76736,01364.394,01360.421
12/15/2016,18:35,000.77431,01340.959,01352.552
12/15/2016,18:45,000.78125,01317.077,01344.619
12/15/2016,18:55,000.78819,01295.636,01336.654
12/15/2016,19:05,000.79514,01275.595,01328.653
12/15/2016,19:15,000.80208,01254.603,01320.625
12/15/2016,19:25,000.80903,01237.899,01312.543
12/15/2016,19:35,000.81597,01225.496,01304.402
12/15/2016,19:45,000.82292,01198.499,01296.248
12/15/2016,19:55,000.82986,01180.765,01288.003
12/15/2016,20:05,000.83681,01171.032,01279.647
12/15/2016,20:15,000.84375,01161.973,01271.238
12/15/2016,20:25,000.85069,01143.143,01262.847
12/15/2016,20:35,000.85764,01145.054,01254.268
12/15/2016,20:45,000.86458,01130.223,01245.772
12/15/2016,20:55,000.87153,01137.814,01237.083
12/15/2016,21:05,000.87847,01127.027,01228.422
12/15/2016,21:15,000.88542,01130.766,01219.586
12/15/2016,21:25,000.89236,01135.752,01210.687
12/15/2016,21:35,000.89931,01146.612,01201.672
12/15/2016,21:45,000.90625,01146.263,01192.682
12/15/2016,21:55,000.91319,01147.361,01183.598
12/15/2016,22:05,000.92014,01156.076,01174.415
12/15/2016,22:15,000.92708,01158.687,01165.193
12/15/2016,22:25,000.93403,01151.452,01155.967
12/15/2016,22:35,000.94097,01157.733,01146.565
12/15/2016,22:45,000.94792,01151.616,01137.192
12/15/2016,22:55,000.95486,01158.690,01127.690
12/15/2016,23:05,000.96181,01155.007,01118.201
12/15/2016,23:15,000.96875,01152.518,01108.636
12/15/2016,23:25,000.97569,01142.334,01099.062
12/15/2016,23:35,000.98264,01145.918,01089.301
12/15/2016,23:45,000.98958,01134.724,01079.610
12/15/2016,23:55,000.99653,01125.173,01069.836
12/16/2016,00:05,001.00347,01103.650,01060.182
12/16/2016,00:15,001.01042,01099.997,01050.321
12/16/2016,00:25,001.01736,01082.787,01040.504
12/16/2016,00:35,001.02431,01068.258,01030.627
12/16/2016,00:45,001.03125,01056.448,01020.736
12/16/2016,00:55,001.03819,01039.709,01010.811
12/16/2016,01:05,001.04514,01022.513,01000.869
12/16/2016,01:15,001.05208,01005.717,00990.896
12/16/2016,01:25,001.05903,00994.066,00980.880
12/16/2016,01:35,001.06597,00973.117,00970.924
12/16/2016,01:45,001.07292,00949.397,00960.974
12/16/2016,01:55,001.07986,00940.216,00950.889
12/16/2016,02:05,001.08681,00925.363,00940.870
12/16/2016,02:15,001.09375,00897.008,00930.935
12/16/2016,02:25,001.10069,00887.850,00920.853
12/16/2016,02:35,001.10764,00874.647,00910.833
12/16/2016,02:45,001.11458,00848.040,00900.908
12/16/2016,02:55,001.12153,00833.254,00890.895
12/16/2016,03:05,001.12847,00825.004,00880.856
12/16/2016,03:15,001.13542,00801.913,00870.929
12/16/2016,03:25,001.14236,00789.962,00860.984
12/16/2016,03:35,001.14931,00776.420,00851.045
12/16/2016,03:45,001.15625,00758.053,00841.181
12/16/2016,03:55,001.16319,00737.959,00831.364
12/16/2016,04:05,001.17014,00731.037,00821.495
12/16/2016,04:15,001.17708,00727.531,00811.665
12/16/2016,04:25,001.18403,00715.201,00801.910
12/16/2016,04:35,001.19097,00703.642,00792.210
12/16/2016,04:45,001.19792,00692.329,00782.601
12/16/2016,04:55,001.20486,00683.999,00773.937
12/16/2016,05:05,001.21181,00669.701,00765.721
12/16/2016,05:15,001.21875,00668.736,00757.739
12/16/2016,05:25,001.22569,00654.102,00750.091
12/16/2016,05:35,001.23264,00649.475,00742.658
12/16/2016,05:45,001.23958,00644.942,00735.598
12/16/2016,05:55,001.24653,00636.188,00728.837
12/16/2016,06:05,001.25347,00627.181,00722.263
12/16/2016,06:15,001.26042,00627.718,00715.888
12/16/2016,06:25,001.26736,00619.793,00709.889
12/16/2016,06:35,001.27431,00610.220,00704.183
12/16/2016,06:45,001.28125,00608.260,00698.729
12/16/2016,06:55,001.28819,00604.338,00693.543
12/16/2016,07:05,001.29514,00599.775,00688.609
12/16/2016,07:15,001.30208,00596.244,00683.991
12/16/2016,07:25,001.30903,00592.211,00679.555
12/16/2016,07:35,001.31597,00575.715,00675.472
12/16/2016,07:45,001.32292,00572.008,00671.606
12/16/2016,07:55,001.32986,00564.470,00668.026
12/16/2016,08:05,001.33681,00557.346,00664.658
12/16/2016,08:15,001.34375,00550.297,00661.459
12/16/2016,08:25,001.35069,00544.413,00658.582
12/16/2016,08:35,001.35764,00539.292,00655.871
12/16/2016,08:45,001.36458,00534.367,00653.337
12/16/2016,08:55,001.37153,00520.039,00650.975
12/16/2016,09:05,001.37847,00509.538,00648.818
12/16/2016,09:15,001.38542,00502.017,00646.731
12/16/2016,09:25,001.39236,00491.342,00644.740
12/16/2016,09:35,001.39931,00483.692,00642.813
12/16/2016,09:45,001.40625,00471.750,00641.023
12/16/2016,09:55,001.41319,00465.411,00639.352
12/16/2016,10:05,001.42014,00453.707,00637.769
12/16/2016,10:15,001.42708,00443.207,00636.200
12/16/2016,10:25,001.43403,00431.901,00634.792
12/16/2016,10:35,001.44097,00423.418,00633.481
12/16/2016,10:45,001.44792,00418.528,00632.250
12/16/2016,10:55,001.45486,00409.500,00631.091
12/16/2016,11:05,001.46181,00399.790,00630.048
12/16/2016,11:15,001.46875,00390.927,00629.037
12/16/2016,11:25,001.47569,00378.227,00628.191
12/16/2016,11:35,001.48264,00373.276,00627.355
12/16/2016,11:45,001.48958,00363.115,00626.657
12/16/2016,11:55,001.49653,00368.244,00625.989
12/16/2016,12:05,001.50347,00356.759,00625.542
12/16/2016,12:15,001.51042,00349.386,00625.091
12/16/2016,12:25,001.51736,00343.547,00624.809
12/16/2016,12:35,001.52431,00344.223,00624.622
12/16/2016,12:45,001.53125,00334.564,00624.504
12/16/2016,12:55,001.53819,00331.619,00624.488
12/16/2016,13:05,001.54514,00327.691,00624.573
12/16/2016,13:15,001.55208,00326.678,00624.720
12/16/2016,13:25,001.55903,00325.943,00624.847
12/16/2016,13:35,001.56597,00323.945,00625.108
12/16/2016,13:45,001.57292,00319.451,00625.611
12/16/2016,13:55,001.57986,00322.990,00625.997
12/16/2016,14:05,001.58681,00321.527,00626.447
12/16/2016,14:15,001.59375,00319.823,00627.090
12/16/2016,14:25,001.60069,00324.552,00627.623
12/16/2016,14:35,001.60764,00324.704,00628.258
12/16/2016,14:45,001.61458,00323.931,00628.992
12/16/2016,14:55,001.62153,00326.823,00629.759
12/16/2016,15:05,001.62847,00327.978,00630.511
12/16/2016,15:15,001.63542,00336.406,00631.268
12/16/2016,15:25,001.64236,00335.825,00632.153
12/16/2016,15:35,001.64931,00341.484,00632.969
12/16/2016,15:45,001.65625,00346.488,00633.855
12/16/2016,15:55,001.66319,00352.354,00634.765
12/16/2016,16:05,001.67014,00361.299,00635.625
12/16/2016,16:15,001.67708,00363.053,00636.464
12/16/2016,16:25,001.68403,00371.718,00637.331
12/16/2016,16:35,001.69097,00384.753,00638.135
12/16/2016,16:45,001.69792,00393.472,00639.019
12/16/2016,16:55,001.70486,00401.425,00639.808
12/16/2016,17:05,001.71181,00411.052,00640.618
12/16/2016,17:15,001.71875,00421.006,00641.360
12/16/2016,17:25,001.72569,00431.269,00642.128
12/16/2016,17:35,001.73264,00444.292,00642.786
12/16/2016,17:45,001.73958,00457.063,00643.425
12/16/2016,17:55,001.74653,00473.223,00644.066
12/16/2016,18:05,001.75347,00488.102,00644.668
12/16/2016,18:15,001.76042,00504.667,00645.166
12/16/2016,18:25,001.76736,00521.090,00645.604
12/16/2016,18:35,001.77431,00540.634,00646.050
12/16/2016,18:45,001.78125,00555.309,00646.444
12/16/2016,18:55,001.78819,00570.381,00646.749
12/16/2016,19:05,001.79514,00595.338,00646.995
12/16/2016,19:15,001.80208,00603.901,00647.285
12/16/2016,19:25,001.80903,00629.247,00647.388
12/16/2016,19:35,001.81597,00645.843,00647.582
12/16/2016,19:45,001.82292,00664.823,00647.758
12/16/2016,19:55,001.82986,00685.695,00647.854
12/16/2016,20:05,001.83681,00700.654,00647.957
12/16/2016,20:15,001.84375,00728.680,00647.976
12/16/2016,20:25,001.85069,00755.060,00647.964
12/16/2016,20:35,001.85764,00765.452,00648.048
12/16/2016,20:45,001.86458,00788.058,00648.028
12/16/2016,20:55,001.87153,00810.293,00647.987
12/16/2016,21:05,001.87847,00826.909,00648.051
12/16/2016,21:15,001.88542,00842.352,00648.113
12/16/2016,21:25,001.89236,00865.250,00648.125
12/16/2016,21:35,001.89931,00880.150,00648.182
12/16/2016,21:45,001.90625,00903.791,00648.222
12/16/2016,21:55,001.91319,00919.571,00648.318
12/16/2016,22:05,001.92014,00925.394,00648.529
12/16/2016,22:15,001.92708,00940.219,00648.697
12/16/2016,22:25,001.93403,00963.004,00648.855
12/16/2016,22:35,001.94097,00971.995,00649.138
12/16/2016,22:45,001.94792,00984.989,00649.413
12/16/2016,22:55,001.95486,00997.292,00649.699
12/16/2016,23:05,001.96181,01000.101,00650.091
12/16/2016,23:15,001.96875,01009.436,00650.481
12/16/2016,23:25,001.97569,01022.284,00650.870
12/16/2016,23:35,001.98264,01025.440,00651.385
12/16/2016,23:45,001.98958,01035.432,00651.933
12/16/2016,23:55,001.99653,01028.651,00652.507
12/17/2016,00:05,002.00347,01028.622,00653.128
12/17/2016,00:15,002.01042,01036.875,00653.721
12/17/2016,00:25,002.01736,01042.441,00654.381
12/17/2016,00:35,002.02431,01030.092,00655.184
12/17/2016,00:45,002.03125,01034.378,00655.975
12/17/2016,00:55,002.03819,01030.652,00656.810
12/17/2016,01:05,002.04514,01025.594,00657.724
12/17/2016,01:15,002.05208,01011.364,00658.725
12/17/2016,01:25,002.05903,01008.254,00659.702
12/17/2016,01:35,002.06597,01016.322,00660.628
12/17/2016,01:45,002.07292,00998.531,00661.794
12/17/2016,01:55,002.07986,00987.872,00662.942
12/17/2016,02:05,002.08681,00986.546,00664.054
12/17/2016,02:15,002.09375,00968.277,00665.348
12/17/2016,02:25,002.10069,00965.001,00666.614
12/17/2016,02:35,002.10764,00951.425,00667.924
12/17/2016,02:45,002.11458,00945.058,00669.321
12/17/2016,02:55,002.12153,00933.004,00670.791
12/17/2016,03:05,002.12847,00917.867,00672.377
12/17/2016,03:15,002.13542,00914.996,00673.873
12/17/2016,03:25,002.14236,00897.880,00675.558
12/17/2016,03:35,002.14931,00888.975,00677.185
12/17/2016,03:45,002.15625,00873.020,00678.988
12/17/2016,03:55,002.16319,00862.043,00680.771
12/17/2016,04:05,002.17014,00848.401,00682.588
12/17/2016,04:15,002.17708,00847.085,00684.427
12/17/2016,04:25,002.18403,00830.791,00686.392
12/17/2016,04:35,002.19097,00826.602,00688.342
12/17/2016,04:45,002.19792,00803.915,00690.450
12/17/2016,04:55,002.20486,00794.427,00692.539
12/17/2016,05:05,002.21181,00784.076,00694.655
12/17/2016,05:15,002.21875,00773.339,00696.827
12/17/2016,05:25,002.22569,00755.964,00699.087
12/17/2016,05:35,002.23264,00748.451,00701.368
12/17/2016,05:45,002.23958,00743.312,00703.627
12/17/2016,05:55,002.24653,00727.586,00706.024
12/17/2016,06:05,002.25347,00715.029,00708.344
12/17/2016,06:15,002.26042,00698.355,00710.786
12/17/2016,06:25,002.26736,00693.107,00713.156
12/17/2016,06:35,002.27431,00678.905,00715.603
12/17/2016,06:45,002.28125,00662.788,00718.069
12/17/2016,06:55,002.28819,00659.640,00720.416
12/17/2016,07:05,002.29514,00645.949,00722.801
12/17/2016,07:15,002.30208,00632.126,00725.239
12/17/2016,07:25,002.30903,00619.972,00727.628
12/17/2016,07:35,002.31597,00615.942,00729.992
12/17/2016,07:45,002.32292,00598.901,00732.434
12/17/2016,07:55,002.32986,00587.062,00734.805
12/17/2016,08:05,002.33681,00580.932,00737.102
12/17/2016,08:15,002.34375,00569.062,00739.316
12/17/2016,08:25,002.35069,00561.605,00741.376
12/17/2016,08:35,002.35764,00554.253,00743.414
12/17/2016,08:45,002.36458,00536.353,00745.490
12/17/2016,08:55,002.37153,00535.299,00747.319
12/17/2016,09:05,002.37847,00526.274,00749.183
12/17/2016,09:15,002.38542,00515.873,00751.018
12/17/2016,09:25,002.39236,00506.669,00752.703
12/17/2016,09:35,002.39931,00501.081,00754.304
12/17/2016,09:45,002.40625,00494.938,00755.798
12/17/2016,09:55,002.41319,00489.400,00757.262
12/17/2016,10:05,002.42014,00481.854,00758.685
12/17/2016,10:15,002.42708,00477.243,00759.987
12/17/2016,10:25,002.43403,00472.593,00761.114
12/17/2016,10:35,002.44097,00470.540,00762.161
12/17/2016,10:45,002.44792,00462.324,00763.147
12/17/2016,10:55,002.45486,00458.268,00764.014
12/17/2016,11:05,002.46181,00455.666,00764.877
12/17/2016,11:15,002.46875,00446.344,00765.656
12/17/2016,11:25,002.47569,00449.538,00766.215
12/17/2016,11:35,002.48264,00450.998,00766.705
12/17/2016,11:45,002.48958,00442.930,00767.143
12/17/2016,11:55,002.49653,00444.906,00767.551
12/17/2016,12:05,002.50347,00441.884,00767.980
12/17/2016,12:15,002.51042,00442.814,00768.225
12/17/2016,12:25,002.51736,00445.855,00768.359
12/17/2016,12:35,002.52431,00451.156,00768.494
12/17/2016,12:45,002.53125,00446.487,00768.633
12/17/2016,12:55,002.53819,00452.415,00768.631
12/17/2016,13:05,002.54514,00454.576,00768.553
12/17/2016,13:15,002.55208,00461.623,00768.553
12/17/2016,13:25,002.55903,00463.479,00768.460
12/17/2016,13:35,002.56597,00467.172,00768.216
12/17/2016,13:45,002.57292,00475.450,00768.042
12/17/2016,13:55,002.57986,00478.009,00767.859
12/17/2016,14:05,002.58681,00485.309,00767.581
12/17/2016,14:15,002.59375,00501.125,00767.269
12/17/2016,14:25,002.60069,00497.126,00767.055
12/17/2016,14:35,002.60764,00515.890,00766.712
12/17/2016,14:45,002.61458,00523.564,00766.427
12/17/2016,14:55,002.62153,00537.972,00766.077
12/17/2016,15:05,002.62847,00546.016,00765.785
12/17/2016,15:15,002.63542,00557.984,00765.387
