LumiCycle: 07 (Raw)
Date,Time (hr:min),Time (days),counts/sec, baseline 
12/13/2017,14:48,000.61667,00092.303,00089.177
12/13/2017,15:03,000.62708,00085.810,00088.804
12/13/2017,15:18,000.63750,00083.287,00088.375
12/13/2017,15:33,000.64792,00080.789,00087.946
12/13/2017,15:48,000.65833,00083.379,00087.448
12/13/2017,16:03,000.66875,00081.816,00086.992
12/13/2017,16:18,000.67917,00082.920,00086.497
12/13/2017,16:33,000.68958,00086.302,00085.972
12/13/2017,16:48,000.70000,00089.789,00085.428
12/13/2017,17:03,000.71042,00091.476,00084.908
12/13/2017,17:18,000.72083,00096.769,00084.333
12/13/2017,17:33,000.73125,00098.855,00083.781
12/13/2017,17:48,000.74167,00104.667,00083.178
12/13/2017,18:03,000.75208,00105.751,00082.623
12/13/2017,18:18,000.76250,00108.541,00082.059
12/13/2017,18:33,000.77292,00110.954,00081.494
12/13/2017,18:48,000.78333,00111.890,00080.943
12/13/2017,19:03,000.79375,00112.049,00080.400
12/13/2017,19:18,000.80417,00114.555,00079.831
12/13/2017,19:33,000.81458,00112.488,00079.314
12/13/2017,19:48,000.82500,00111.356,00078.789
12/13/2017,20:03,000.83542,00111.216,00078.254
12/13/2017,20:18,000.84583,00108.452,00077.747
12/13/2017,20:33,000.85625,00105.216,00077.246
12/13/2017,20:48,000.86667,00107.248,00076.705
12/13/2017,21:03,000.87708,00099.800,00076.271
12/13/2017,21:18,000.88750,00097.331,00075.790
12/13/2017,21:33,000.89792,00095.537,00075.293
12/13/2017,21:48,000.90833,00093.541,00074.816
12/13/2017,22:03,000.91875,00089.755,00074.365
12/13/2017,22:18,000.92917,00087.654,00073.911
12/13/2017,22:33,000.93958,00083.060,00073.488
12/13/2017,22:48,000.95000,00081.657,00073.037
12/13/2017,23:03,000.96042,00079.436,00072.613
12/13/2017,23:18,000.97083,00075.657,00072.210
12/13/2017,23:33,000.98125,00073.014,00071.808
12/13/2017,23:48,000.99167,00071.975,00071.402
12/14/2017,00:03,001.00208,00069.104,00071.049
12/14/2017,00:18,001.01250,00067.646,00070.682
12/14/2017,00:33,001.02292,00064.232,00070.334
12/14/2017,00:48,001.03333,00064.195,00069.985
12/14/2017,01:03,001.04375,00060.520,00069.659
12/14/2017,01:18,001.05417,00060.903,00069.333
12/14/2017,01:33,001.06458,00057.994,00069.059
12/14/2017,01:48,001.07500,00056.281,00068.779
12/14/2017,02:03,001.08542,00056.646,00068.500
12/14/2017,02:18,001.09583,00054.686,00068.271
12/14/2017,02:33,001.10625,00052.376,00068.042
12/14/2017,02:48,001.11667,00051.849,00067.816
12/14/2017,03:03,001.12708,00050.047,00067.618
12/14/2017,03:18,001.13750,00048.584,00067.487
12/14/2017,03:33,001.14792,00048.628,00067.379
12/14/2017,03:48,001.15833,00047.118,00067.340
12/14/2017,04:03,001.16875,00046.881,00067.256
12/14/2017,04:18,001.17917,00045.977,00067.224
12/14/2017,04:33,001.18958,00045.264,00067.187
12/14/2017,04:48,001.20000,00043.516,00067.123
12/14/2017,05:03,001.21042,00044.106,00066.999
12/14/2017,05:18,001.22083,00042.395,00066.903
12/14/2017,05:33,001.23125,00041.341,00066.744
12/14/2017,05:48,001.24167,00040.236,00066.549
12/14/2017,06:03,001.25208,00040.146,00066.309
12/14/2017,06:18,001.26250,00040.919,00066.057
12/14/2017,06:33,001.27292,00040.532,00065.765
12/14/2017,06:48,001.28333,00040.273,00065.476
12/14/2017,07:03,001.29375,00040.387,00065.159
12/14/2017,07:18,001.30417,00040.133,00064.832
12/14/2017,07:33,001.31458,00040.614,00064.457
12/14/2017,07:48,001.32500,00040.844,00064.107
12/14/2017,08:03,001.33542,00040.777,00063.780
12/14/2017,08:18,001.34583,00040.877,00063.448
12/14/2017,08:33,001.35625,00040.944,00063.118
12/14/2017,08:48,001.36667,00042.358,00062.811
12/14/2017,09:03,001.37708,00043.206,00062.480
12/14/2017,09:18,001.38750,00043.722,00062.200
12/14/2017,09:33,001.39792,00042.798,00061.960
12/14/2017,09:48,001.40833,00044.468,00061.685
12/14/2017,10:03,001.41875,00045.227,00061.430
12/14/2017,10:18,001.42917,00046.583,00061.202
12/14/2017,10:33,001.43958,00047.124,00060.993
12/14/2017,10:48,001.45000,00047.618,00060.823
12/14/2017,11:03,001.46042,00049.389,00060.630
